overall,reviewText
5,This is my first Ultra Micro SD Card.  I like the color which makes them easy to see because I swap them out all the time in my ASUS tablet.  The black ones can be hard to see on the busy desk.  The speed is great but that is not why I bought it.  I was very impressed with the price on Black Friday 2013.
5,"LOTS OF SPACE, HOLD LOTS OF MUSIC, VIDEOS, PICTURES. GOOD PRICE, HAPPY CUSTOMER.NO COMPLAINTS. WORKS WELL IN MY SAMSUNG TABLET."
5,"This card works great with my Garmin Zumo GPS unit.  I mainly use it to hold vast numbers of songs, and it works great for that.  It is fast enough that my Nuvo has no difficulty accessing the memory and I note no slowdown in performance of the GPS.  Comes with an adaptor so you can use it in a regular SD card reader.  For my needs this one is perfect, hence the five star rating.  RJB."
5,This card is very fast and perfect for my Samsung Galaxy Note. I used it for HDR photography and it works very well.
5,Good fast and reliable SDHC for the price can't beat it! Been using this for video and photos no issues at all.
5,Recommended by GoPro for my camera.No problems even with very high shutter speeds.Next time I will purchase the 64GB version.
5,Had it installed on my cell phone for about 6 months now and it works flawlessly. very pleased with this product.
5,I've been using this for a couple weeks in my Galaxy Note 2 with no problems and Gallery performance (which is primary use for extra storage) has been great.
5,"It's faster than my 2 year old 32GB Micro SD cards, and this 64GB version works great with my Samsung S4 phone. I didn't even need to format the card, it came pre-formatted, FAT32 I think."
5,Love my memory card. The bigger the better for my phone. I put all kinds of music movies porn whatever on my memory card in a snap. Thank you.
5,No problem in using it to store medium res video for my kid's android device. Works as expected and as described.
5,"I WAS ABLE TO PUT ALL MY VAMPIRELLA MAGAZINES ALONG WITH SOME EERIE, CREEPY & MAD MAGAZINES PLUS SOME MOVIES LIKE THE ORIGINAL NICK FURY, THE NEW black PANTHER, THE ONE WHERE HE;S NOW A WHITE GUY. AWESOME !!!"
4,"I have nothing bad to say about this product. the packaging indicated that it was new, never tampered with. it came in the mail on time and I have had no issues with the card overheating like some other reviews have mentioned. I like that fact that now I have 16GB of space and this means I can have more pictures and home movies on my phone to share. Also music for when I'm working out. Great buy and for the price I really like it. I recommend it and will be buying one more for another phone."
5,lots of memory and it come with the adapter that makes it easer to connect to your computer or other devices.
5,It is a good card and does the job well.  Now I am going to have to fill in this space as there isn't much else to say about this.  Using this as expansion for Dell Venue 8 Pro.  Now have almost 64G of open capacity on the tablet.
5,"Installed one in both mine and my Wife's Galaxy S IIII phones, and am a happy camper! Now we have to learn how to use them properly."
5,"A name you can trust.  Good price, now I just have to figure out how to use it in my Note."
5,Works perfectly in my Samsung tablet!
3,"It's a memory card. You take pics, the card stores them. If this is too complex a concept, ask someone for help..."
1,"I am going to start spending a little more money if needed and start buying Transcend. The one Transcend thumb drive I've purchased, 64G, works great and always has. The SanDisk 64G thumb drive always had some kind of annoying problem until it finally quit working. Everything I've been told to do to reformat and reset it doesn't help. And FYI, I ALWAYS ejected the drive before I disconnected it. These memory cards from SanDisk that I've bought also have these little headaches all the time. All my Transcend work great and they have been faster to copy my 40G worth of music to. Spend the little extra money if need be and buy the Transcend."
5,"This thing works great! I call this, new technology. This is the very best in micro storage, convenient, small and fast. And i hate typing a bizillion words to say that i like it."
5,"I have used this brand for a while, and no complaints...  writing HD video to them quite often no issues."
5,"Muy bueno, realmente es rapido como dice, mi galaxy s2 arranca mucho mas rapido que con la mSD que ten&iacute;a anteriormente que era clase 4"
5,I purchased this card as memory storage for my Asus TF700 tablet and it works like a charm. Highly recommended!
4,I find San Disk always to be a good choice for storage options. Capacity and performance are always top notch.
5,This is a great card that works with the Galaxy S3 phone. I just put the card in and it worked.
